,description,edam_topics,help,id,inputs,name,outputs
709,Find coding regions within transcripts,,TransDecoder identifies candidate coding regions within transcript sequences  such as those generated by de novo RNA Seq transcript assembly using Trinity  or constructed based on RNA Seq alignments to the genome using Tophat and Cufflinks ,transdecoder,fasta,TransDecoder,"fasta,bed,gff3"
710,finds rho-independent transcription terminators in bacterial genomes,,Finds rho independent transcription terminators in bacterial genomes  ,transtermhp,"fasta,gff3",TransTermHP,gff3
711,for a de novo assembly of RNA-Seq data by Trinity,,  Trinity  assembles transcript sequences from Illumina RNA Seq data  This tool will combine abundance estimations  produced by  Align reads and estimate abundance on a de novo assembly of RNA Seq data  tool  from multiple samples into a single tabular file  This matrix can then be used by  RNASeq samples quality check for transcript quantification  and  Differential Expression Analysis using a Trinity assembly  tools     Inputs    It takes as input multiple results from  Align reads and estimate abundance on a de novo assembly of RNA Seq data  tool  Each sample must have a name  that should be used in subsequent tools,trinity_abundance_estimates_to_matrix,tabular,Build expression matrix,tabular
712,on a de novo assembly of RNA-Seq data,,  Trinity  assembles transcript sequences from Illumina RNA Seq data  This tool estimates the abundance of isoforms and genes of a transcriptome assembled with Trinity  using FastQ of a specific sample     Inputs    It takes as input a transcriptome assembled with Trinity and the reads from a RNASeq sample  You have to choose between several counting methods,trinity_align_and_estimate_abundance,"fasta,fasta,fastqsanger,tabular",Align reads and estimate abundance,tabular
713,from a Trinity assembly,,  Trinity  assembles transcript sequences from Illumina RNA Seq data  This tool extracts the transcripts that are most differentially expressed  most significant FDR and fold changes   once differential expression analyses have been runned     Inputs    This tool uses the raw counts matrix produced by  Build expression matrix for a de novo assembly of RNA Seq data by Trinity  tool   You must describe your samples and replicates with a tabular file looking like this                                ConditionA  CondA replicate1                              ConditionA  CondA replicate2                              ConditionB  CondB replicate1                              ConditionB  CondB replicate2                              ConditionC  CondC replicate1                              ConditionC  CondC replicate2                              ConditionC  CondC replicate3                               This file can be generated with the  Describe samples and replicates  tool,trinity_analyze_diff_expr,tabular,Extract and cluster differentially expressed transcripts,RData
714,from a Trinity assembly,,  Trinity  assembles transcript sequences from Illumina RNA Seq data  This tool computes the N50 statistic limited to the top most highly expressed transcripts that represent x  of the total normalized expression data  This requires that you have first performed transcript abundance estimation with  Align reads and estimate abundance for a de novo assembly of RNA Seq data by Trinity  tool and that you have built the expression matrix with  Build expression matrix for a de novo assembly of RNA Seq data by Trinity  tool      Inputs    It takes as input a transcriptome assembled with Trinity and the matrix of normalized expression values produced by  Build expression matrix for a de novo assembly of RNA Seq data by Trinity  tool,trinity_contig_exn50_statistic,"tabular,fasta",Compute contig Ex90N50 statistic and Ex90 transcript count,tabular
715,after differential expression analysis using a Trinity assembly,,  Trinity  assembles transcript sequences from Illumina RNA Seq data  This tool partitions the differentially expressed genes into gene clusters with similar expression patterns by one of several available methods  once differential expression analyses have been runned  It is a companion tool for the tool  Extract and cluster differentially expressed transcripts from a Trinity assembly      Inputs    This tool uses the RData file produced by  Extract and cluster differentially expressed transcripts from a Trinity assembly  tool,trinity_define_clusters_by_cutting_tree,RData,Partition genes into expression clusters,pdf
716,and replicates,,         This tools allows to describe your samples and replicates  producing a tabular file looking like this                                                ConditionA  CondA replicate1                                              ConditionA  CondA replicate2                                              ConditionB  CondB replicate1                                              ConditionB  CondB replicate2                                              ConditionC  CondC replicate1                                              ConditionC  CondC replicate2                                              ConditionC  CondC replicate3                                               IThe output file can be used in the tools  RNASeq samples quality check for transcript quantification  and  Differential expression analysis           The names in column 2 must match the names given to the datasets in your history      ,describe_samples,,Describe samples,tabular
717,from a Trinity assembly,,         Trinity  assembles transcript sequences from Illumina RNA Seq data          This tool filters a Trinity assembly using an expression matrix built         with  Build expression matrix for a de novo assembly of RNA Seq data by Trinity  tool          It discards transcripts isoforms having a low expression level           ,trinity_filter_low_expr_transcripts,"fasta,tabular",Filter low expression transcripts,fasta
718,for Trinity assembly,,         Trinity  assembles transcript sequences from Illumina RNA Seq data          This tool produces a file containing correspondance between gene ids and transcript ids based on the name of transcripts assembled by Trinity          The output file is intended to be used by the  Align reads and estimate abundance  tool           ,trinity_gene_to_trans_map,fasta,Generate gene to transcript map,tabular
719,using a Trinity assembly,,  Trinity  assembles transcript sequences from Illumina RNA Seq data  This tool performs differential expression analyses on a transcriptome assembled with Trinity     Inputs    This tool uses the matrix produced by  Build expression matrix for a de novo assembly of RNA Seq data by Trinity  tool   You must describe your samples and replicates with a tabular file looking like this                                ConditionA  CondA replicate1                              ConditionA  CondA replicate2                              ConditionB  CondB replicate1                              ConditionB  CondB replicate2                              ConditionC  CondC replicate1                              ConditionC  CondC replicate2                              ConditionC  CondC replicate3                                This file can be generated with the  Describe samples and replicates  tool,trinity_run_de_analysis,tabular,Differential expression analysis,
